userId,Reputation,Views,UpVotes,DownVotes,postId,Score,usereId,ViewCount,CommentCount
12728,21,4,0,0,12728,2,1036,0,3
12733,82,27,2,0,12733,0,749,40,2
12734,143,11,0,0,12734,2,5308,112,0
12736,26,2,1,0,12736,0,5907,262,0
12737,276,31,6,0,12737,4,159,0,0
12738,131,5,0,0,12738,5,1499,0,0
12739,11,3,0,0,12739,4,3310,1595,2
12740,101,0,2,0,12740,1,1499,0,0
12741,101,0,1,0,12741,0,0,81,0
12742,101,2,0,0,12742,3,101,567,3
12744,101,1,0,0,12744,36,1106,0,0
12745,27,9,0,0,12745,106,686,0,2
12746,13,3,0,0,12746,6,438,0,0
12747,101,0,1,0,12747,4,307,0,0
12749,1,1,0,0,12749,0,5312,55,2
12750,101,37,1,0,12750,1,601,70,0
12751,123,1,1,0,12751,1,2669,0,1
12753,143,5,0,0,12753,2,5029,1755,4
12754,51,16,0,0,12754,1,3982,375,2
12755,1,0,0,0,12755,1,887,0,2
12756,31,1,0,0,12756,6,5280,718,9
12757,1,0,0,0,12757,6,1390,0,3
12758,106,2,3,0,12758,0,5300,0,0
12759,101,0,0,0,12759,4,3572,728,0
12761,6,0,0,0,12761,0,1150,0,4
12763,1,0,0,0,12763,10,88,649,1
12764,101,0,0,0,12764,11,3805,0,3
12765,1,0,0,0,12765,8,5317,3673,0
12766,1,1,0,0,12766,1,4559,0,0
12768,101,11,0,0,12768,3,0,3881,0
12769,16,10,0,0,12769,0,4559,2545,7
12770,31,10,0,0,12770,7,5020,0,5
12771,21,1,1,0,12771,0,139,0,0
12773,103,6,0,0,12773,2,795,0,0
12775,101,0,0,0,12775,10,2020,0,4
12777,41,6,0,0,12777,5,5318,255,2
12782,21,1,0,0,12782,1,364,0,0
12783,18,0,0,0,12783,4,1106,175,0
12784,14,1,0,0,12784,1,5180,152,2
12785,16,1,0,0,12785,1,2958,0,0
12786,425,51,195,1,12786,3,364,0,2
12789,1,3,0,0,12789,2,3835,379,0
12790,1,0,0,0,12790,2,5218,995,0
12793,134,23,19,1,12793,2,5289,0,1
12794,121,4,2,0,12794,2,1307,0,2
12795,1,1,0,0,12795,1,5289,0,0
12796,33,7,0,0,12796,6,5137,3162,12
12797,18,2,0,0,12797,6,5325,2714,0
12798,28,0,0,0,12798,1,3277,0,5
12801,190,6,0,0,12801,1,603,0,0
12802,6,5,0,0,12802,3,5327,0,2
12805,6,2,0,0,12805,5,364,303,1
12806,13,0,0,0,12806,3,5330,381,0
12807,120,6,2,0,12807,1,3058,0,0
12809,106,3,0,0,12809,10,919,0,8
12810,13,1,0,0,12810,9,5331,2737,3
12811,1,3,0,0,12811,3,4505,0,1
12812,141,2,0,0,12812,2,3310,455,0
12813,23,8,1,0,12813,1,795,0,2
12814,162,9,15,0,12814,2,0,217,1
12815,13,5,0,0,12815,0,4673,0,0
12816,31,2,0,0,12816,0,333,216,7
12817,106,5,4,0,12817,0,5226,0,3
12818,7,0,0,0,12818,0,4673,0,1
12819,1,2,0,0,12819,5,2164,1168,3
12820,210,2,2,1,12820,11,919,0,0
12821,1,0,0,0,12821,1,5268,0,0
12823,101,1,0,0,12823,3,5336,785,0
12824,11,0,0,0,12824,0,5338,391,1
12825,1,0,0,0,12825,1,4496,167,0
12826,1,0,0,0,12826,4,4496,519,14
12827,116,4,0,0,12827,3,449,0,3
12828,68,0,0,0,12828,5,4278,328,7
12831,101,0,0,0,12831,1,3382,0,0
12833,870,54,18,1,12833,4,686,0,5
12834,6,1,0,0,12834,4,686,0,2
12836,1,2,0,0,12836,0,573,0,0
12837,26,2,0,0,12837,0,2817,0,0
12839,1,0,0,0,12839,3,5301,191,5
12840,11,1,0,0,12840,2,582,0,0
12842,213,23,6,1,12842,20,3525,8559,3
12843,16,2,0,0,12843,4,2513,3264,7
12844,1,0,0,0,12844,16,5289,0,0
12850,1,0,0,0,12850,3,2958,0,1
12851,91,7,0,0,12851,5,1445,0,2
12853,117,12,1,0,12853,8,2164,742,1
12854,13,8,0,0,12854,10,4716,11916,0
12856,140,6,8,0,12856,3,3277,0,0
12857,166,39,0,0,12857,10,333,2000,0
12858,155,16,3,0,12858,19,3019,0,3
12859,81,36,0,0,12859,1,4650,42,0
12860,21,4,0,0,12860,2,5343,336,3
12861,41,1,0,0,12861,6,3277,447,0
12863,1,0,0,0,12863,5,4360,0,2
12864,1,0,0,0,12864,0,4496,315,0
12865,261,37,24,1,12865,8,4253,0,2
12866,36,1,0,0,12866,2,5344,183,1
12868,128,4,3,0,12868,0,5244,0,0
12870,116,2,0,0,12870,14,26,0,10
12871,41,7,0,0,12871,0,4479,0,1
12873,36,2,0,0,12873,3,5346,1309,0
12875,1,0,0,0,12875,3,4742,235,0
12876,101,0,1,0,12876,2,1760,0,3
12877,13,2,0,0,12877,1,5289,0,4
12878,101,0,2,0,12878,-1,4559,123,4
12879,26,3,0,0,12879,1,3572,0,0
12880,6,0,0,0,12880,7,30,0,0
12881,101,6,0,0,12881,2,4534,134,0
12884,101,4,0,0,12884,0,5325,101,4
12885,128,4,1,0,12885,9,5280,287,0
12886,1,2,0,0,12886,11,1390,0,2
12887,16,1,0,0,12887,12,5351,709,1
12888,1,1,0,0,12888,1,5352,166,4
12889,3,2,0,0,12889,4,1351,0,1
12890,1,0,0,0,12890,1,333,247,0
12891,65,8,10,0,12891,3,4856,0,0
12892,101,0,0,0,12892,2,919,0,2
12893,101,2,0,0,12893,1,4598,0,0
12894,1,6,0,0,12894,12,656,0,2
12895,1335,121,26,5,12895,0,26,0,0
12896,1,4,0,0,12896,7,5355,125,0
12897,16,0,0,0,12897,6,5354,170,7
12898,75,15,4,0,12898,12,4505,0,1
12899,21,1,0,0,12899,1,4505,0,0
12900,21,1,0,0,12900,18,4498,18281,15
12902,38,2,1,0,12902,9,5129,438,0
12903,1,0,0,0,12903,0,3382,0,9
12905,36,0,0,0,12905,1,3382,0,2
12907,11,1,0,0,12907,3,3301,955,2
12908,1,1,0,0,12908,7,5358,284,4
12909,1,0,0,0,12909,0,2817,0,0
12910,1,17,0,0,12910,4,88,0,2
12911,14,4,0,0,12911,1,5048,111,4
12912,18,2,1,0,12912,4,887,0,5
12913,1,1,0,0,12913,2,5359,158,5
12914,101,0,0,0,12914,0,2817,0,1
12916,118,3,1,0,12916,1,795,0,0
12917,101,1,0,0,12917,2,5020,0,0
12918,1,0,0,0,12918,3,4797,0,1
12921,101,2,3,0,12921,7,919,0,7
12922,101,0,0,0,12922,4,2164,814,1
12923,415,55,6,0,12923,1,2164,0,1
12924,138,15,6,0,12924,4,252,151,0
12925,6,2,0,0,12925,7,3277,0,3
12927,11,0,0,0,12927,1,3019,0,0
12928,1,1,0,0,12928,3,2251,300,0
12929,1,0,0,0,12929,8,2251,0,1
12930,1,8,0,0,12930,5,4764,387,3
12931,6,5,0,0,12931,7,4257,0,9
12932,16,3,1,0,12932,3,2116,0,1
12934,1,4,0,0,12934,10,5366,0,1
12935,21,5,0,0,12935,5,4864,173,2
12936,101,0,0,0,12936,3,4837,1622,3
12937,21,7,1,0,12937,6,4257,0,0
12938,11,1,0,0,12938,5,1247,233,2
12939,1,1,0,0,12939,5,4257,0,3
12940,101,0,0,0,12940,4,1075,208,1
12941,21,7,0,0,12941,0,5368,0,0
12942,106,4,1,0,12942,5,919,0,3
12943,39,1,0,0,12943,3,4881,0,0
12945,1,0,0,0,12945,4,4496,664,5
12947,160,19,7,0,12947,3,5371,140,4
12948,141,15,3,0,12948,4,919,0,2
12949,101,0,5,0,12949,2,5372,87,1
12950,1,0,0,0,12950,5,4812,0,0
12951,8,0,0,0,12951,0,5268,0,0
12952,1,2,0,0,12952,1,2898,0,1
12953,128,6,3,0,12953,5,3572,2302,2
12956,18,5,1,0,12956,0,5378,0,0
12957,101,0,0,0,12957,3,3382,0,2
12958,101,0,0,0,12958,3,5380,353,0
12959,101,1,0,0,12959,2,3382,0,0
12960,111,2,9,0,12960,2,0,468,2
12961,101,0,0,0,12961,3,529,0,0
12962,31,11,0,0,12962,8,4769,469,3
12963,11,1,0,0,12963,5,5289,0,2
12964,1,0,0,0,12964,1,5382,124,0
12966,1,0,0,0,12966,4,4128,442,0
12968,515,28,3,1,12968,8,2164,477,5
12969,11,0,0,0,12969,7,5383,734,0
12970,16,3,0,0,12970,10,887,0,3
12971,11,3,0,0,12971,1,5385,187,1
12973,101,0,1,0,12973,4,3794,0,0
12974,1,2,0,0,12974,3,4495,0,7
12975,11,1,0,0,12975,10,5365,0,0
12976,26,5,0,0,12976,0,5027,131,0
12977,13,4,0,0,12977,6,2116,0,1
12979,101,2,0,0,12979,10,2669,0,2
12980,1,2,0,0,12980,1,4147,4443,0
12981,122,7,1,0,12981,5,696,0,6
12982,11,0,0,0,12982,1,1475,0,5
12983,108,3,17,0,12983,1,4257,0,0
12985,1,0,0,0,12985,3,2817,0,5
12986,101,0,0,0,12986,2,656,0,0
12987,6,2,0,0,12987,4,334,0,4
12988,1,0,0,0,12988,1,5288,158,5
12989,126,1,4,0,12989,3,919,0,1
12990,1,3,0,0,12990,1,2392,0,13
12991,8,11,0,0,12991,16,25,0,9
12992,1,0,0,0,12992,5,1657,0,0
12993,16,21,0,0,12993,9,4829,1928,1
12995,16,3,0,0,12995,9,2392,0,3
12996,1,0,0,0,12996,2,1764,0,0
12998,101,0,0,0,12998,3,1818,271,2
12999,6,2,0,0,12999,8,1909,0,4
13000,51,5,0,0,13000,3,5388,1952,2
13001,1,0,0,0,13001,4,2817,0,1
13002,217,50,0,0,13002,-1,4754,0,3
13006,101,0,0,0,13006,2,4767,120,0
13007,1,3,0,0,13007,3,4864,180,1
13008,111,1,0,0,13008,8,88,0,1
13009,6,9,0,0,13009,5,1378,183,4
13010,50,32,0,0,13010,3,5390,409,1
13011,21,4,0,0,13011,2,5288,317,1
13012,36,0,0,0,13012,3,2669,0,1
13013,101,1,0,0,13013,1,183,0,2
13014,101,4,0,0,13014,6,5392,475,9
13015,101,0,0,0,13015,1,5288,348,0
13017,176,8,6,0,13017,3,601,0,10
13019,101,0,0,0,13019,7,5351,1422,0
13020,40,6,4,0,13020,6,183,0,4
13021,11,4,0,0,13021,7,439,0,1
13022,315,54,17,0,13022,1,2848,442,0
13023,166,8,2,0,13023,1,2848,69,2
13024,36,3,0,0,13024,10,438,0,1
13025,1,5,0,0,13025,1,4147,0,0
13028,1,0,0,0,13028,1,4128,71,2
13029,101,0,0,0,13029,0,88,0,0
13030,101,1,0,0,13030,0,88,0,0
13032,6,0,0,0,13032,1,1709,0,2
13033,6,7,0,0,13033,3,1657,0,1
13038,146,33,9,0,13038,3,4903,201,0
13041,36,7,40,0,13041,1,603,0,0
13042,101,0,0,0,13042,2,603,0,0
13043,223,23,0,0,13043,1,82,0,12
13044,1,1,0,0,13044,1,5397,271,3
13045,1,0,0,0,13045,3,3382,0,0
13047,4577,250,79,3,13047,3,559,986,2
13049,101,6,4,0,13049,1,1764,0,0
13050,101,0,0,0,13050,4,4881,0,1
13051,1,0,0,0,13051,2,5396,82,2
13052,1,1,0,0,13052,5,1079,625,6
13057,129,2,8,0,13057,3,2126,0,1
13059,21,0,0,0,13059,2,5010,77,4
13060,1,0,0,0,13060,1,3382,0,2
13061,101,1,0,0,13061,5,4062,122,0
13063,111,2,0,0,13063,0,3382,0,3
13064,1,4,0,0,13064,28,5020,0,3
13065,148,18,2,0,13065,1,3748,8386,1
13066,178,10,14,0,13066,10,5401,0,0
13067,101,0,0,0,13067,10,4505,0,1
13070,106,1,2,0,13070,1,8101,169,0
13071,11,4,0,0,13071,4,4505,0,1
13072,6,6,0,0,13072,1,4505,0,0
13073,101,0,0,0,13073,0,1709,0,0
13074,1,2,0,0,13074,9,183,0,0
13075,141,16,1,0,13075,3,5382,0,2
13076,5,22,0,0,13076,2,2860,0,0
13077,121,5,2,0,13077,3,4278,0,1
13078,1,0,0,0,13078,3,5404,246,2
13079,1,1,0,0,13079,3,2116,0,0
13080,21,1,0,0,13080,11,2116,0,3
13081,101,0,0,0,13081,4,1390,0,0
13082,101,2,11,0,13082,5,5289,0,0
13083,4,1,0,0,13083,0,5289,0,4
13084,1,0,0,0,13084,4,5405,613,0
13085,160,13,2,0,13085,6,5406,271,2
13086,101,5,1,0,13086,21,2451,1782,5
13087,11,9,0,0,13087,4,2645,0,5
13090,156,10,6,0,13090,0,5411,407,5
13091,111,7,14,0,13091,1,4679,724,0
13092,19,4,0,0,13092,1,3805,0,4
13094,101,0,1,0,13094,1,26,0,11
13095,1,5,0,0,13095,2,5412,3084,1
13098,1,0,0,0,13098,0,2817,0,0
13099,16,1,0,0,13099,1,5280,278,0
13100,11,0,0,0,13100,0,2392,0,1
13101,11,1,0,0,13101,25,919,0,2
13102,101,2,0,0,13102,2,5414,74,5
13103,1,0,0,0,13103,3,5413,989,2
13104,65,20,3,0,13104,3,919,0,2
13105,21,2,0,0,13105,0,3382,0,1
13106,71,8,16,0,13106,1,5335,988,2
13107,143,8,20,0,13107,1,5373,0,0
13108,15,4,0,0,13108,1,656,0,0
13109,101,2,5,0,13109,1,4253,0,0
13110,11,48,0,0,13110,2,5020,0,2
13112,1,0,0,0,13112,8,5240,12732,4
13114,101,0,4,0,13114,9,5418,229,1
13115,6,1,0,0,13115,7,919,0,0
13116,101,3,0,0,13116,3,3830,0,3
13117,1,0,0,0,13117,2,5420,408,1
13118,31,17,2,0,13118,5,3567,442,0
13120,101,1,2,0,13120,1,795,0,0
13121,1,0,0,0,13121,4,4143,0,0
13122,41,4,3,0,13122,2,4160,0,2
13123,13,5,0,0,13123,1,4754,0,0
13125,1,0,0,0,13125,0,1893,0,2
13126,1,0,0,0,13126,2,5405,668,0
13127,6,1,0,0,13127,3,2392,0,0
13128,173,87,14,0,13128,8,4812,0,1
13129,103,4,3,0,13129,0,2669,0,1
13130,153,12,10,0,13130,2,5424,442,3
13131,1,1,0,0,13131,0,5425,380,2
13132,11,7,0,0,13132,8,196,1019,7
13133,6,2,0,0,13133,2,26,0,0
13135,11,7,0,0,13135,1,4754,0,0
13136,1,1,0,0,13136,4,5427,157,8
13139,6,0,0,0,13139,0,812,0,2
13140,103,2,72,0,13140,2,2958,0,1
13141,36,1,0,0,13141,1,5391,91,3
13145,101,0,0,0,13145,0,4505,0,0
13147,36,0,0,0,13147,1,3277,0,1
13148,1,0,0,0,13148,19,183,507,7
13150,1,0,0,0,13150,1,4754,0,0
13151,101,0,2,0,13151,0,5429,586,0
13152,118,3,2,0,13152,1,5405,943,4
13153,1,2,0,0,13153,4,1934,0,0
13154,283,49,0,0,13154,1,1945,0,1
13155,21,1,0,0,13155,1,4812,0,0
13157,1,0,0,0,13157,0,4881,0,0
13158,425,39,13,0,13158,1,375,0,0
13160,1,0,0,0,13160,6,5438,124,0
13162,41,1,0,0,13162,2,1831,97,2
13163,17,2,0,0,13163,1,1033,0,0
13164,18,2,0,0,13164,3,4376,0,1
13166,101,2,0,0,13166,47,0,6357,2
13167,136,6,0,0,13167,2,88,0,3
13168,1,0,0,0,13168,2,4160,0,1
13169,11,2,0,0,13169,7,5441,1354,0
13170,114,3,0,0,13170,2,4581,125,1
13171,1,0,0,0,13171,3,3903,174,2
13172,16,4,0,0,13172,13,4727,3191,9
13173,86,6,1,0,13173,59,364,0,5
13174,101,0,0,0,13174,3,364,0,1
13175,6,0,0,0,13175,6,4812,0,1
13176,101,0,6,0,13176,3,5442,88,0
13177,322,51,7,0,13177,5,696,0,2
13178,101,0,3,0,13178,4,4864,125,5
13180,101,3,0,0,13180,3,5240,0,0
13182,11,2,0,0,13182,2,1106,612,7
13184,103,9,1,0,13184,9,5445,290,3
13186,101,0,11,0,13186,6,5447,820,4
13187,8,2,0,0,13187,7,1390,0,0
13188,141,4,7,0,13188,6,5447,0,0
13190,11,2,0,0,13190,6,88,0,1
13191,38,15,7,0,13191,4,5453,0,0
13193,21,0,0,0,13193,4,5454,306,0
13194,1,0,0,0,13194,13,2817,515,0
13195,33,1,1,0,13195,1,196,0,1
13196,1,0,0,0,13196,1,0,286,3
13197,26,1,0,0,13197,17,196,8410,4
13198,101,1,1,0,13198,1,4856,0,4
13199,1,0,0,0,13199,4,3310,168,0
13200,58,14,0,0,13200,3,2310,0,4
13201,393,73,94,0,13201,9,3277,0,0
13202,21,1,0,0,13202,8,795,0,3
13203,53,9,1,0,13203,5,4505,0,0
13206,1,0,0,0,13206,3,5462,108,4
13207,31,1,0,0,13207,3,2425,0,0
13208,11,2,0,0,13208,3,2622,52,2
13209,113,4,4,0,13209,0,3382,0,0
13210,1,1,0,0,13210,1,3382,0,0
13211,116,2,0,0,13211,5,253,379,0
13212,191,14,28,1,13212,3,919,0,0
13213,1,0,0,0,13213,0,5405,4868,1
13214,175,26,0,0,13214,4,8101,0,0
13216,136,13,5,0,13216,2,5346,165,0
13217,151,10,0,0,13217,2,8101,0,2
13219,11,2,0,0,13219,2,2958,0,1
13220,101,0,1,0,13220,1,0,217,5
13222,1,7,0,0,13222,4,3382,0,0
13223,11,1,0,0,13223,2,2958,0,1
13225,101,0,11,0,13225,3,3678,387,1
13226,1,1,0,0,13226,8,4797,0,3
13227,181,1,0,0,13227,4,159,0,6
13228,11,5,0,0,13228,4,159,0,0
13230,11,1,0,0,13230,5,5416,219,0
13231,1,1,0,0,13231,3,1307,0,1
13232,101,1,0,0,13232,2,5460,118,0
13233,1,0,0,0,13233,1,2728,0,0
13234,101,0,4,0,13234,2,183,0,3
13235,101,3,0,0,13235,2,5461,83,2
13236,1,0,0,0,13236,1,5463,244,3
13237,6,1,0,0,13237,8,5464,218,4
13238,101,1,0,0,13238,3,1390,0,8
13240,6,1,0,0,13240,1,264,0,0
13241,31,4,0,0,13241,4,104,520,1
13243,1,2,0,0,13243,6,5234,581,0
13244,1,2,0,0,13244,7,5012,0,2
13245,1,0,0,0,13245,2,4966,373,0
13246,101,0,0,0,13246,5,3277,0,3
13247,1,9,0,0,13247,0,557,0,0
13248,1,2,0,0,13248,7,2645,0,2
13250,1,1,0,0,13250,6,919,0,0
13252,6,0,0,0,13252,3,3310,841,0
13254,276,26,60,2,13254,2,3805,0,1
13255,138,7,15,0,13255,0,601,0,0
13256,101,0,0,0,13256,1,196,0,0
13257,101,0,0,0,13257,7,1036,0,0
13258,76,6,0,0,13258,1,795,0,0
13259,11,1,0,0,13259,7,5471,579,6
13260,16,4,0,0,13260,3,5472,116,0
13263,1,0,0,0,13263,1,2728,0,2
13264,41,0,0,0,13264,6,2728,813,2
13265,16,1,0,0,13265,2,2728,143,3
13266,128,4,2,0,13266,9,4238,11074,3
13267,308,13,40,0,13267,4,333,1374,0
13268,1,0,0,0,13268,6,1909,0,0
13269,101,0,1,0,13269,17,4856,0,8
13270,203,1,3,0,13270,6,5473,0,8
13271,6,3,0,0,13271,11,4856,0,4
13272,1,1,0,0,13272,8,5474,2456,2
13274,1,1,0,0,13274,4,4856,0,0
13275,6,1,0,0,13275,2,5392,2717,9
13278,101,0,0,0,13278,0,1831,0,3
13279,101,0,0,0,13279,1,5429,0,0
13280,3,0,0,0,13280,1,5020,0,0
13282,101,4,1,0,13282,1,4062,0,0
13284,1,0,0,0,13284,6,795,0,0
13285,101,0,0,0,13285,4,1307,0,0
13287,31,1,0,0,13287,0,5479,374,1
13288,11,0,0,0,13288,2,4253,0,0
13290,128,1,1,0,13290,7,4160,0,7
13292,11,2,0,0,13292,3,1036,0,0
13296,13,1,0,0,13296,1,4966,542,1
13297,1,0,0,0,13297,2,919,0,0
13298,1,18,0,0,13298,4,2392,0,0
13300,116,4,1,0,13300,3,5351,7547,1
13301,11,2,0,0,13301,0,4496,475,9
13302,41,1,0,0,13302,0,5486,0,2
13303,1,0,0,0,13303,4,2485,152,0
13304,109,2,10,0,13304,3,5020,0,1
13305,21,2,0,0,13305,6,887,0,1
13306,101,0,2,0,13306,3,2750,1425,2
13307,1,0,0,0,13307,10,5487,388,0
13308,101,0,0,0,13308,13,4856,0,1
13310,89,11,3,0,13310,3,8101,0,2
13312,111,7,4,0,13312,2,4257,0,1
13313,21,1,0,0,13313,4,4505,0,2
13314,8,1,0,0,13314,106,1106,8688,3
13315,16,6,0,0,13315,6,5473,0,1
13316,111,2,0,0,13316,7,4856,0,2
13317,105,18,2,0,13317,128,919,0,11
13318,6,0,0,0,13318,4,5491,1089,0
13319,123,4,0,0,13319,2,8101,340,4
13320,147,24,26,0,13320,4,1913,178,1
13321,18,3,10,0,13321,2,5493,98,3
13322,36,7,1,0,13322,1,2251,919,0
13323,16,2,0,0,13323,1,2251,315,0
13325,115,5,4,0,13325,6,2116,0,6
13326,116,6,21,0,13326,5,2921,2537,1
13328,1,12,1,0,13328,7,4376,0,2
13330,8,2,0,0,13330,5,4376,0,4
13331,18,1,0,0,13331,4,4496,1246,0
13332,1,3,0,0,13332,14,3019,0,3
13336,11,2,0,0,13336,4,4253,0,4
13338,1,0,0,0,13338,2,5494,0,1
13339,101,2,6,0,13339,2,4505,0,2
13340,111,4,0,0,13340,12,3262,2172,0
13342,36,6,0,0,13342,5,3572,925,4
13343,11,2,0,0,13343,10,11954,0,8
13344,21,1,0,0,13344,1,4505,0,1
13345,1,2,0,0,13345,3,4505,0,0
13346,1,0,0,0,13346,11,54,1157,1
13349,101,3,0,0,13349,13,4856,0,1
13350,1,0,0,0,13350,1,686,0,0
13351,148,22,6,0,13351,3,5500,132,0
13352,11,1,0,0,13352,2,5392,263,2
13353,1,0,0,0,13353,7,5501,4184,7
13354,1,0,0,0,13354,6,4856,0,4
13355,128,5,2,0,13355,8,4856,0,5
13356,11,6,0,0,13356,-1,3626,415,1
13358,18,1,0,0,13358,2,2645,0,0
13360,75,6,4,0,13360,8,183,0,3
13361,1,1,0,0,13361,1,5438,537,0
13362,631,220,17,0,13362,3,3579,84,1
13363,51,1,0,0,13363,1,1739,0,3
13364,11,1,0,0,13364,2,686,0,1
13365,101,0,3,0,13365,0,2669,0,1
13368,1,0,0,0,13368,3,3567,287,1
13369,1,0,0,0,13369,1,4598,0,0
13371,1,0,0,0,13371,8,5507,839,7
13372,1,14,0,0,13372,4,919,0,0
13373,61,4,0,0,13373,3,4856,0,3
13374,1,0,0,0,13374,2,196,0,4
13375,111,3,0,0,13375,2,4856,0,0
13376,101,0,0,0,13376,4,0,1701,2
13377,1,0,0,0,13377,4,1583,0,0
13378,252,16,8,0,13378,3,4505,0,2
13379,101,0,0,0,13379,1,4505,0,0
13380,11,1,0,0,13380,6,4856,0,5
13381,101,0,0,0,13381,1,3543,501,0
13382,16,3,0,0,13382,5,5471,952,1
13383,1,1,0,0,13383,3,5510,408,0
13384,103,1,1,0,13384,11,4856,0,4
13386,1,6,0,0,13386,1,5511,94,3
13387,21,1,0,0,13387,1,4110,362,0
13388,11,1,0,0,13388,1,4797,0,2
13389,179,2,3,0,13389,13,2798,1976,1
13390,156,9,2,0,13390,1,603,0,0
13391,1,0,0,0,13391,1,4618,0,0
13392,101,3,0,0,13392,2,3567,0,0
13394,1,0,0,0,13394,4,3432,367,3
13395,1,0,0,0,13395,3,3961,156,2
13396,3,0,0,0,13396,10,5020,0,2
13397,13,9,0,0,13397,1,2669,0,2
13398,6,2,0,0,13398,4,4325,0,0
13399,101,0,0,0,13399,9,2164,21177,1
13400,1,0,0,0,13400,9,3835,0,3
13402,309,28,19,0,13402,12,183,0,6
13403,126,12,6,0,13403,2,827,445,0
13404,20,4,0,0,13404,1,5494,0,1
13406,108,0,3,0,13406,0,5429,0,5
13407,101,9,43,0,13407,4,5494,0,1
13409,338,29,0,0,13409,2,5518,45,2
13410,1,1,0,0,13410,7,5464,361,0
13411,11,1,0,0,13411,2,196,63,0
13412,1,1,0,0,13412,5,5519,7687,0
13413,148,17,2,0,13413,1,5494,0,0
13414,108,2,1,0,13414,3,4872,200,1
13416,1,0,0,0,13416,1,3277,0,2
13419,220,8,1,1,13419,7,1106,1024,1
13423,56,7,1,0,13423,1,4505,0,4
13424,18,6,5,0,13424,10,196,0,2
13425,6,1,0,0,13425,10,183,0,3
13426,11,1,0,0,13426,2,5494,0,0
13427,138,5,4,0,13427,6,253,421,2
13428,101,0,1,0,13428,4,5206,269,2
13429,23,4,7,0,13429,16,603,0,12
13430,26,2,0,0,13430,2,5275,1111,7
13431,157,21,2,0,13431,1,0,0,0
13432,160,18,1,0,13432,0,13166,0,2
13433,11,3,0,0,13433,3,5522,1629,4
13435,1,0,0,0,13435,2,5523,169,2
13436,41,1,0,0,13436,6,601,0,2
13438,106,1,6,0,13438,2,5524,567,1
13442,101,0,0,0,13442,8,4226,1528,2
13445,21,5,0,0,13445,0,5527,139,4
13446,101,0,5,0,13446,1,25133,1678,0
13447,101,0,0,0,13447,6,5529,361,0
13448,16,1,0,0,13448,1,3794,0,0
13449,6,0,0,0,13449,6,4856,0,1
13451,8,7,0,0,13451,8,2645,0,1
13453,11,0,0,0,13453,4,1390,0,4
13454,1,0,0,0,13454,15,845,1017,2
13455,158,7,1,0,13455,7,8,0,4
13456,16,1,0,0,13456,3,4278,728,5
13458,131,9,5,0,13458,2,5509,2220,1
13459,6,3,0,0,13459,2,495,0,1
13460,101,0,0,0,13460,3,2958,0,0
13461,101,0,0,0,13461,2,4253,0,3
13462,1,0,0,0,13462,0,5533,885,2
13464,16,6,0,0,13464,2,4856,0,1
13465,110,0,15,0,13465,2,5397,4982,1
13466,101,3,0,0,13466,2,8101,91,0
13467,40,5,5,0,13467,0,8101,0,3
13469,101,0,0,0,13469,1,8101,346,3
13470,1,1,0,0,13470,0,5392,706,0
13471,101,1,2,0,13471,2,25133,1082,2
13472,135,11,8,0,13472,2,1390,0,0
13473,298,21,1,0,13473,3,5392,0,2
13474,295,24,6,1,13474,2,5471,247,0
13475,31,1,0,0,13475,0,5522,268,2
13477,21,1,0,0,13477,1,5537,149,0
13478,1,0,0,0,13478,2,25133,492,4
13480,101,0,1,0,13480,3,4505,0,2
13481,1,2,0,0,13481,13,795,378,0
13482,101,2,0,0,13482,2,2958,0,2
13483,1,1,0,0,13483,8,30,0,0
13485,101,0,0,0,13485,2,25133,564,0
13486,1,0,0,0,13486,0,5539,0,0
13487,36,2,1,0,13487,4,2164,1026,0
13489,16,4,0,0,13489,4,1390,0,5
13490,6,1,0,0,13490,2,88,0,0
13491,101,0,0,0,13491,1,3184,94,2
13492,101,0,0,0,13492,1,603,0,0
13494,8,4,0,0,13494,20,5234,1183,20
13495,26,2,0,0,13495,1,5545,0,1
13496,101,1,2,0,13496,5,5546,211,4
13497,1,1,0,0,13497,6,5137,566,11
13498,133,4,1,0,13498,2,1291,212,0
13502,11,3,0,0,13502,2,4872,0,4
13503,1,1,0,0,13503,6,601,0,5
13504,21,0,0,0,13504,4,5549,567,7
13505,1,0,0,0,13505,-1,5551,78,0
13506,6,3,0,0,13506,0,812,0,0
13507,48,1,0,0,13507,2,603,0,1
13508,6,1,0,0,13508,1,2485,0,3
13509,101,0,0,0,13509,5,1965,721,0
13510,1,2,0,0,13510,7,1381,2294,0
13512,101,0,0,0,13512,6,1764,0,0
13513,8,0,0,0,13513,2,2040,0,1
13514,1,0,0,0,13514,3,4505,0,0
13515,6,1,0,0,13515,4,5513,362,4
13516,451,52,17,1,13516,7,603,187,0
13518,101,0,0,0,13518,2,5558,78,1
13519,1453,55,14,0,13519,0,686,0,0
13520,21,1,0,0,13520,1,5494,0,4
13521,101,0,0,0,13521,4,5559,105,0
13522,23,6,0,0,13522,0,5494,0,0
13523,21,1,0,0,13523,0,3762,0,0
13524,35,12,2,0,13524,2,8101,127,0
13525,349,51,11,0,13525,0,5494,0,0
13526,279,10,46,1,13526,1,2149,7716,2
13527,16,1,0,0,13527,1,5494,0,1
13528,1,0,0,0,13528,1,2750,371,0
13529,16,4,1,0,13529,0,3058,0,0
13530,103,1,0,0,13530,8,159,226,6
